ID,Name,Last Name,Money Available,Concerts purchased,Ticket Miner,Usarname,Password
110,Travis,Mcdonald,16796.39,0,true,travismcdonald,Fun!23
377,Travis,Ruiz,14885.35,0,false,travisruiz,Fun!23
456,Trevor,Young,16409.41,0,true,trevoryoung,Fun!23
618,Tyler,Baxter,13494.03,0,false,tylerbaxter,Fun!23
930,Tyler,Evans,11153.45,0,false,tylerevans,Fun!23
881,Tyrone,Alvarado,12180.05,0,false,tyronealvarado,Fun!23
679,Tyrone,Johnston,13377.91,0,false,tyronejohnston,Fun!23
19,Ursela,Mermaid,10975.28,0,true,urselamermaid,Fun!23
50,Valeria,Duron,13985.58,0,true,valeriaduron,Fun!23
348,Valerie,Moore,14113.34,0,false,valeriemoore,Fun!23
1029,Vanessa,Carson,17289.26,0,true,vanessacarson,Fun!23
614,Vanessa,Watson,10195.3,0,true,vanessawatson,Fun!23
840,Victor,Anderson,12308.9,0,true,victoranderson,Fun!23
46,Victor,Cabral,16187.29,0,true,victorcabral,Fun!23
717,Victor,Harris,13765.67,0,false,victorharris,Fun!23
58,Victor,HerreraVidales,17140.45,0,true,victorherreravidales,Fun!23
603,Victor,Ross,13742.66,0,false,victorross,Fun!23
908,Victoria,Ellis,16906.94,0,true,victoriaellis,Fun!23
151,Victoria,Martin,13612.94,0,true,victoriamartin,Fun!23
524,Victoria,Moses,14635.2,0,false,victoriamoses,Fun!23
837,Victoria,White,11564.93,0,true,victoriawhite,Fun!23
961,Vincent,Harrison,16850.78,0,false,vincentharrison,Fun!23
215,Virginia,Phelps,16590.85,0,true,virginiaphelps,Fun!23
514,Wendy,Campos,15452.82,0,false,wendycampos,Fun!23
869,Wendy,Montoya,15906.27,0,false,wendymontoya,Fun!23
1030,Wendy,Phillips,16583.44,0,true,wendyphillips,Fun!23
467,Wendy,Stanton,13753.65,0,false,wendystanton,Fun!23
478,Wesley,Lambert,17158.25,0,false,wesleylambert,Fun!23
702,Wesley,Williamson,14706.65,0,true,wesleywilliamson,Fun!23
727,William,Adkins,15043.34,0,true,williamadkins,Fun!23
552,William,Evans,13652.36,0,true,williamevans,Fun!23
266,William,Hunter,10578.4,0,false,williamhunter,Fun!23
675,William,Ortiz,17729.61,0,true,williamortiz,Fun!23
764,William,Rice,16102.17,0,false,williamrice,Fun!23
355,William,Wolf,13053.42,0,false,williamwolf,Fun!23
728,Willie,Hobbs,14107.56,0,true,williehobbs,Fun!23
16,Woody,Disney,16399.48,0,false,woodydisney,Fun!23
70,Ximena,Parada,17954.87,0,false,ximenaparada,Fun!23
988,Zachary,Campbell,13196.84,0,false,zacharycampbell,Fun!23
205,Zachary,Ellison,11023.99,0,true,zacharyellison,Fun!23
412,Zachary,Tran,16738.59,0,false,zacharytran,Fun!23
ID,Name,Last Name,Money Available,Concerts purchased,Ticket Miner,Usarname,Password
417,Adam,Bass,17437.56,0,false,adambass,Fun!23
296,Adam,Maldonado,14763.23,0,true,adammaldonado,Fun!23
11,Aladdin,Disney,12432.76,0,true,aladdindisney,Fun!23
52,Alan,Gamez,15158.32,0,false,alangamez,Fun!23
249,Alejandra,Morris,12124.41,0,false,alejandramorris,Fun!23
87,Alex,Vega,13880.69,0,false,alexvega,Fun!23
332,Alexander,Cameron,13140.96,0,false,alexandercameron,Fun!23
531,Alexander,Carter,16386.99,0,true,alexandercarter,Fun!23
232,Alexander,Kelly,13981.59,0,true,alexanderkelly,Fun!23
850,Alexander,Wilson,13012.78,0,true,alexanderwilson,Fun!23
958,Alexandra,Cook,10297.33,0,true,alexandracook,Fun!23
462,Alexandra,Fox,12409.48,0,true,alexandrafox,Fun!23
292,Alexandra,Robinson,16877.36,0,false,alexandrarobinson,Fun!23
781,Alexandra,Simpson,17894.14,0,true,alexandrasimpson,Fun!23
771,Alexis,Black,12185.28,0,true,alexisblack,Fun!23
251,Alexis,Ford,16471.0,0,false,alexisford,Fun!23
75,Alexis,Reta,12149.32,0,false,alexisreta,Fun!23
448,Alexis,Shea,14620.21,0,false,alexisshea,Fun!23
38,Ali,Nouri,10422.0,0,true,alinouri,Fun!23
384,Alicia,Jenkins,14190.92,0,false,aliciajenkins,Fun!23
815,Alicia,Moran,15199.4,0,true,aliciamoran,Fun!23
849,Alison,Hicks,16867.06,0,true,alisonhicks,Fun!23
637,Allen,Arnold,17408.78,0,true,allenarnold,Fun!23
275,Allison,Chang,12500.35,0,true,allisonchang,Fun!23
403,Allison,Cross,14851.77,0,false,allisoncross,Fun!23
731,Allison,Weaver,14918.94,0,true,allisonweaver,Fun!23
791,Alyssa,Kelly,17696.71,0,true,alyssakelly,Fun!23
674,Alyssa,Poole,10807.0,0,false,alyssapoole,Fun!23
470,Alyssa,Reese,12811.52,0,true,alyssareese,Fun!23
592,Alyssa,Smith,10432.65,0,false,alyssasmith,Fun!23
1037,Amanda,Baker,12148.0,0,true,amandabaker,Fun!23
913,Amanda,Johnson,12650.74,0,true,amandajohnson,Fun!23
207,Amanda,Miller,10125.23,0,true,amandamiller,Fun!23
331,Amanda,Shepherd,11508.66,0,false,amandashepherd,Fun!23
542,Amanda,Vang,13090.33,0,true,amandavang,Fun!23
359,Amber,Brown,14845.39,0,true,amberbrown,Fun!23
943,Amber,Conley,15676.81,0,true,amberconley,Fun!23
619,Amber,Long,13182.89,0,true,amberlong,Fun!23
608,Amber,Nguyen,12750.0,0,true,ambernguyen,Fun!23
488,Amber,Sellers,11984.62,0,false,ambersellers,Fun!23
308,Amy,Bradley,10154.09,0,true,amybradley,Fun!23
541,Amy,Chase,11932.76,0,true,amychase,Fun!23
968,Amy,Fuller,13940.48,0,true,amyfuller,Fun!23
954,Amy,Hall,16505.94,0,false,amyhall,Fun!23
502,Amy,Mcpherson,12084.53,0,true,amymcpherson,Fun!23
895,Amy,Morse,10037.41,0,true,amymorse,Fun!23
847,Amy,Parsons,17149.43,0,true,amyparsons,Fun!23
476,Amy,Rodriguez,10433.82,0,true,amyrodriguez,Fun!23
940,Ana,Andrade,10372.7,0,false,anaandrade,Fun!23
899,Andre,Ramos,15938.27,0,true,andreramos,Fun!23
966,Andrea,Riley,14463.64,0,false,andreariley,Fun!23
695,Andrew,Atkins,11231.88,0,false,andrewatkins,Fun!23
236,Andrew,Campos,10197.53,0,true,andrewcampos,Fun!23
175,Andrew,Garcia,12842.75,0,false,andrewgarcia,Fun!23
1001,Andrew,Hall,12362.56,0,false,andrewhall,Fun!23
616,Andrew,Marshall,14177.11,0,false,andrewmarshall,Fun!23
612,Andrew,Mcclure,10854.3,0,false,andrewmcclure,Fun!23
817,Andrew,Norris,12429.36,0,true,andrewnorris,Fun!23
201,Andrew,Parks,13944.57,0,false,andrewparks,Fun!23
583,Andrew,Torres,12467.31,0,true,andrewtorres,Fun!23
494,Angel,Barber,14974.77,0,false,angelbarber,Fun!23
370,Angel,Joseph,10090.26,0,true,angeljoseph,Fun!23
74,Angel,Ramos,17124.62,0,true,angelramos,Fun!23
743,Angela,Carney,12996.59,0,true,angelacarney,Fun!23
1032,Angela,English,14084.51,0,false,angelaenglish,Fun!23
504,Angela,Lang,10315.71,0,false,angelalang,Fun!23
473,Angela,Mcintyre,13628.6,0,true,angelamcintyre,Fun!23
543,Angela,Walker,11679.24,0,false,angelawalker,Fun!23
269,Angelica,Bruce,14467.94,0,true,angelicabruce,Fun!23
752,Anita,Fletcher,11724.56,0,true,anitafletcher,Fun!23
404,Anita,Stein,12719.55,0,true,anitastein,Fun!23
687,Ann,Miller,12446.56,0,false,annmiller,Fun!23
819,Ann,Rogers,17965.81,0,true,annrogers,Fun!23
684,Anna,Davis,17852.37,0,false,annadavis,Fun!23
238,Anna,Gutierrez,13907.06,0,true,annagutierrez,Fun!23
712,Anthony,Adams,12139.82,0,true,anthonyadams,Fun!23
594,Anthony,Barber,17105.98,0,false,anthonybarber,Fun!23
593,Anthony,Brooks,12287.73,0,true,anthonybrooks,Fun!23
978,Anthony,Byrd,13699.01,0,true,anthonybyrd,Fun!23
624,Anthony,Carson,14456.5,0,true,anthonycarson,Fun!23
460,Anthony,Dalton,13373.01,0,false,anthonydalton,Fun!23
389,Anthony,Hardin,10084.9,0,false,anthonyhardin,Fun!23
420,Anthony,Hunter,10505.54,0,false,anthonyhunter,Fun!23
906,Anthony,Kramer,15444.9,0,true,anthonykramer,Fun!23
659,Anthony,Moore,17885.4,0,false,anthonymoore,Fun!23
167,Anthony,Sanchez,16005.59,0,false,anthonysanchez,Fun!23
395,Anthony,Sims,14164.62,0,true,anthonysims,Fun!23
360,Antonio,Brooks,11728.93,0,true,antoniobrooks,Fun!23
604,Antonio,Edwards,17389.79,0,false,antonioedwards,Fun!23
914,April,Lopez,11223.36,0,true,aprillopez,Fun!23
439,April,Turner,11792.6,0,true,aprilturner,Fun!23
225,Ariana,Lara,16625.15,0,false,arianalara,Fun!23
9,Ariel,Disney,13789.95,0,false,arieldisney,Fun!23
47,Armando,Cabrera,16918.5,0,true,armandocabrera,Fun!23
147,Ashley,Evans,10485.55,0,true,ashleyevans,Fun!23
946,Ashley,Frye,15801.57,0,true,ashleyfrye,Fun!23
55,Ashley,Gilmore,14337.54,0,true,ashleygilmore,Fun!23
242,Ashley,Jones,12393.55,0,true,ashleyjones,Fun!23
960,Ashley,Morales,13210.93,0,true,ashleymorales,Fun!23
139,Ashley,Romero,10575.24,0,false,ashleyromero,Fun!23
672,Ashley,Walker,13415.31,0,true,ashleywalker,Fun!23
402,Ashley,Wilcox,16996.86,0,true,ashleywilcox,Fun!23
14,Aurora,Disney,13647.87,0,true,auroradisney,Fun!23
105,Austin,Griffin,10094.97,0,false,austingriffin,Fun!23
1013,Austin,Lewis,16316.21,0,false,austinlewis,Fun!23
469,Barbara,Jones,13059.45,0,true,barbarajones,Fun!23
566,Barbara,Lane,10622.06,0,false,barbaralane,Fun!23
896,Barbara,Love,13854.8,0,false,barbaralove,Fun!23
252,Barbara,Robertson,15772.67,0,false,barbararobertson,Fun!23
20,Beast,Disney,11908.6,0,false,beastdisney,Fun!23
431,Becky,Gray,11765.52,0,false,beckygray,Fun!23
957,Becky,Simpson,11547.02,0,false,beckysimpson,Fun!23
21,Belle,Disney,14526.08,0,false,belledisney,Fun!23
346,Benjamin,Johnson,13709.79,0,true,benjaminjohnson,Fun!23
397,Benjamin,Ramirez,16940.37,0,true,benjaminramirez,Fun!23
1009,Beth,Moss,14879.77,0,true,bethmoss,Fun!23
634,Beth,Sharp,12746.75,0,true,bethsharp,Fun!23
120,Beverly,Johnson,11758.23,0,true,beverlyjohnson,Fun!23
515,Bobby,Bennett,14609.62,0,true,bobbybennett,Fun!23
558,Bobby,Gonzales,13201.5,0,false,bobbygonzales,Fun!23
91,Brad,Patel,11129.51,0,true,bradpatel,Fun!23
575,Bradley,Bell,10810.68,0,false,bradleybell,Fun!23
302,Bradley,Rodriguez,15528.7,0,true,bradleyrodriguez,Fun!23
813,Brandi,Daniel,17947.22,0,true,brandidaniel,Fun!23
482,Brandi,Gordon,10282.81,0,true,brandigordon,Fun!23
572,Brandon,Dillon,11445.52,0,false,brandondillon,Fun!23
658,Brandon,Flores,10088.94,0,true,brandonflores,Fun!23
861,Brandon,Miller,17647.68,0,true,brandonmiller,Fun!23
424,Brandon,Neal,11917.43,0,true,brandonneal,Fun!23
444,Brandon,Smith,11867.92,0,false,brandonsmith,Fun!23
545,Brandy,Valenzuela,12126.37,0,true,brandyvalenzuela,Fun!23
768,Brandy,Wilkerson,10827.62,0,false,brandywilkerson,Fun!23
316,Brenda,Douglas,10836.5,0,false,brendadouglas,Fun!23
910,Brendan,Phillips,15778.18,0,true,brendanphillips,Fun!23
879,Brett,Higgins,16052.0,0,true,bretthiggins,Fun!23
945,Brett,Mathis,10424.94,0,false,brettmathis,Fun!23
880,Brett,Wallace,11851.8,0,true,brettwallace,Fun!23
124,Brian,Andrews,17386.46,0,false,brianandrews,Fun!23
262,Brian,Castillo,13196.53,0,false,briancastillo,Fun!23
602,Brian,Gates,13493.54,0,true,briangates,Fun!23
343,Brian,Hayes,17972.12,0,false,brianhayes,Fun!23
319,Brian,Jacobson,17252.7,0,false,brianjacobson,Fun!23
210,Brian,Jensen,11432.41,0,true,brianjensen,Fun!23
472,Brian,Lopez,14649.44,0,false,brianlopez,Fun!23
757,Brian,Rojas,10762.0,0,true,brianrojas,Fun!23
214,Bridget,Wagner,13857.07,0,true,bridgetwagner,Fun!23
94,Brittany,Andrews,16596.09,0,false,brittanyandrews,Fun!23
119,Brittany,Hawkins,16953.94,0,false,brittanyhawkins,Fun!23
497,Brittany,Nielsen,11738.97,0,false,brittanynielsen,Fun!23
228,Brittany,Ray,16680.26,0,true,brittanyray,Fun!23
667,Brittany,Richard,17523.24,0,true,brittanyrichard,Fun!23
555,Brittany,Weaver,13382.39,0,false,brittanyweaver,Fun!23
748,Brittney,Daniel,14169.88,0,false,brittneydaniel,Fun!23
1034,Brooke,Maxwell,12549.1,0,false,brookemaxwell,Fun!23
255,Brooke,Padilla,10744.74,0,true,brookepadilla,Fun!23
499,Bruce,Clark,14549.93,0,true,bruceclark,Fun!23
77,Bruno,Roque,12638.72,0,true,brunoroque,Fun!23
775,Bryan,Fields,13580.5,0,false,bryanfields,Fun!23
326,Bryan,Hardy,11541.36,0,false,bryanhardy,Fun!23
1021,Bryan,Massey,15956.3,0,false,bryanmassey,Fun!23
870,Bryan,Wise,11665.17,0,false,bryanwise,Fun!23
17,Buzz,Lightyear,13215.99,0,false,buzzlightyear,Fun!23
27,Captaiin,Hook,16010.86,0,true,captaiinhook,Fun!23
689,Carl,Foley,15603.35,0,false,carlfoley,Fun!23
907,Carlos,Irwin,12696.6,0,true,carlosirwin,Fun!23
1012,Carlos,Lynch,12578.29,0,true,carloslynch,Fun!23
68,Carlos,Ortega,14841.46,0,false,carlosortega,Fun!23
720,Carmen,Hays,12795.64,0,false,carmenhays,Fun!23
987,Carmen,Petersen,12254.99,0,true,carmenpetersen,Fun!23
938,Carol,Elliott,14552.64,0,true,carolelliott,Fun!23
345,Caroline,Torres,16860.73,0,true,carolinetorres,Fun!23
875,Carolyn,Dunn,15647.53,0,true,carolyndunn,Fun!23
368,Carrie,Bennett,13101.04,0,true,carriebennett,Fun!23
811,Casey,Navarro,12274.73,0,true,caseynavarro,Fun!23
580,Cassandra,Cook,14154.41,0,true,cassandracook,Fun!23
760,Catherine,Mann,13457.72,0,false,catherinemann,Fun!23
218,Cesar,Jones,16789.48,0,false,cesarjones,Fun!23
573,Chad,Clark,16072.08,0,false,chadclark,Fun!23
821,Chad,Green,17862.27,0,false,chadgreen,Fun!23
1010,Charles,Chambers,17574.53,0,true,charleschambers,Fun!23
216,Chase,Miller,12499.66,0,true,chasemiller,Fun!23
108,Chelsea,Gallagher,13797.57,0,true,chelseagallagher,Fun!23
336,Chelsea,Porter,14444.69,0,false,chelseaporter,Fun!23
324,Cheryl,Wilson,16601.02,0,true,cherylwilson,Fun!23
6,Chip,Disney,15776.95,0,true,chipdisney,Fun!23
259,Chris,Holden,10130.6,0,true,chrisholden,Fun!23
570,Chris,Jones,10764.18,0,false,chrisjones,Fun!23
285,Chris,King,15812.39,0,false,chrisking,Fun!23
866,Christian,Ellis,15739.48,0,false,christianellis,Fun!23
56,Christian,Gomez,12025.97,0,true,christiangomez,Fun!23
223,Christian,Smith,16242.54,0,true,christiansmith,Fun!23
902,Christina,Carter,10230.41,0,false,christinacarter,Fun!23
694,Christina,Dodson,11990.38,0,false,christinadodson,Fun!23
591,Christina,Jones,14756.33,0,false,christinajones,Fun!23
882,Christina,Villanueva,14126.47,0,false,christinavillanueva,Fun!23
169,Christina,Walker,14979.76,0,false,christinawalker,Fun!23
347,Christina,Wheeler,12222.4,0,true,christinawheeler,Fun!23
690,Christine,Ellis,11955.54,0,false,christineellis,Fun!23
962,Christopher,Berry,10671.47,0,true,christopherberry,Fun!23
137,Christopher,Coleman,12099.52,0,true,christophercoleman,Fun!23
98,Christopher,Contreras,15973.76,0,true,christophercontreras,Fun!23
576,Christopher,Craig,15460.59,0,false,christophercraig,Fun!23
703,Christopher,Davis,15022.4,0,false,christopherdavis,Fun!23
363,Christopher,Dominguez,13754.64,0,true,christopherdominguez,Fun!23
639,Christopher,Fields,14415.06,0,false,christopherfields,Fun!23
367,Christopher,Foster,12536.57,0,true,christopherfoster,Fun!23
563,Christopher,Johnson,10681.89,0,true,christopherjohnson,Fun!23
357,Christopher,Jones,15593.42,0,true,christopherjones,Fun!23
863,Christopher,Lucero,17611.14,0,true,christopherlucero,Fun!23
526,Christopher,Melendez,15361.68,0,false,christophermelendez,Fun!23
116,Christopher,Norris,10078.2,0,true,christophernorris,Fun!23
912,Christopher,Ortega,10354.66,0,false,christopherortega,Fun!23
632,Christopher,Osborne,13142.76,0,true,christopherosborne,Fun!23
466,Christopher,Raymond,11807.65,0,false,christopherraymond,Fun!23
662,Christopher,Robinson,17406.9,0,false,christopherrobinson,Fun!23
518,Christopher,Sanford,13340.28,0,false,christophersanford,Fun!23
734,Christopher,Underwood,14533.01,0,true,christopherunderwood,Fun!23
247,Christopher,Wright,11387.22,0,false,christopherwright,Fun!23
8,Cinderella,Disney,14180.77,0,true,cinderelladisney,Fun!23
719,Cody,Robles,17071.7,0,true,codyrobles,Fun!23
185,Cody,Scott,15240.92,0,false,codyscott,Fun!23
792,Colleen,Hall,14305.71,0,true,colleenhall,Fun!23
629,Colleen,Sanchez,14512.27,0,false,colleensanchez,Fun!23
512,Colleen,Torres,12340.72,0,true,colleentorres,Fun!23
565,Corey,Wilson,13907.98,0,false,coreywilson,Fun!23
1036,Cory,Byrd,12779.68,0,false,corybyrd,Fun!23
338,Courtney,Johnson,16582.98,0,false,courtneyjohnson,Fun!23
1008,Courtney,Olsen,16317.66,0,false,courtneyolsen,Fun!23
546,Courtney,Tran,13351.29,0,false,courtneytran,Fun!23
777,Craig,Brown,14600.56,0,true,craigbrown,Fun!23
165,Craig,Espinoza,11972.89,0,false,craigespinoza,Fun!23
831,Craig,Fleming,12305.91,0,true,craigfleming,Fun!23
387,Craig,Oconnell,17377.55,0,true,craigoconnell,Fun!23
267,Craig,Schaefer,11413.97,0,false,craigschaefer,Fun!23
22,Cruella,DeVil,12566.22,0,false,cruelladevil,Fun!23
826,Crystal,Hayes,13981.55,0,false,crystalhayes,Fun!23
109,Crystal,Hudson,17557.31,0,false,crystalhudson,Fun!23
329,Crystal,Johnson,11898.65,0,false,crystaljohnson,Fun!23
464,Crystal,Rice,11030.64,0,false,crystalrice,Fun!23
117,Crystal,Walker,16495.29,0,true,crystalwalker,Fun!23
636,Crystal,Young,14802.71,0,false,crystalyoung,Fun!23
876,Curtis,Phillips,13364.43,0,true,curtisphillips,Fun!23
836,Cynthia,Ellis,13337.79,0,false,cynthiaellis,Fun!23
685,Cynthia,Giles,15787.83,0,true,cynthiagiles,Fun!23
587,Cynthia,Powell,15324.86,0,true,cynthiapowell,Fun!23
361,Dakota,Bender,11177.45,0,false,dakotabender,Fun!23
553,Dakota,Harper,11615.74,0,false,dakotaharper,Fun!23
7,Dale,Disney,15570.71,0,true,daledisney,Fun!23
925,Dalton,Bryant,12151.57,0,true,daltonbryant,Fun!23
581,Dana,Jones,14889.21,0,true,danajones,Fun!23
841,Dana,Miller,14255.68,0,false,danamiller,Fun!23
922,Dana,Park,17898.32,0,false,danapark,Fun!23
93,Dana,Williams,16807.42,0,false,danawilliams,Fun!23
371,Daniel,Foster,10905.16,0,true,danielfoster,Fun!23
133,Daniel,Hampton,15102.69,0,true,danielhampton,Fun!23
59,Daniel,Holguin,13065.0,0,false,danielholguin,Fun!23
37,Daniel,Mejia,14635.47,0,false,danielmejia,Fun!23
97,Daniel,Olson,13260.24,0,false,danielolson,Fun!23
283,Daniel,Romero,10153.43,0,true,danielromero,Fun!23
716,Daniel,Smith,10179.07,0,false,danielsmith,Fun!23
948,Daniel,Summers,13676.34,0,true,danielsummers,Fun!23
898,Danielle,Chavez,16430.93,0,false,daniellechavez,Fun!23
992,Danielle,Conrad,13532.3,0,true,danielleconrad,Fun!23
505,Danielle,Dorsey,11991.86,0,false,danielledorsey,Fun!23
574,Danielle,Gardner,14965.73,0,false,daniellegardner,Fun!23
598,Darin,Baker,16571.54,0,true,darinbaker,Fun!23
250,Darin,Porter,13988.65,0,false,darinporter,Fun!23
536,Darlene,Russell,14605.65,0,true,darlenerussell,Fun!23
495,Darlene,Shaw,14955.31,0,false,darleneshaw,Fun!23
952,Darrell,Jones,17116.14,0,true,darrelljones,Fun!23
611,Darren,Gibbs,14881.0,0,true,darrengibbs,Fun!23
99,David,Brown,13972.67,0,false,davidbrown,Fun!23
897,David,Clark,16783.05,0,true,davidclark,Fun!23
578,David,Costa,10643.16,0,true,davidcosta,Fun!23
649,David,Cox,12702.13,0,true,davidcox,Fun!23
443,David,Davila,16750.82,0,true,daviddavila,Fun!23
145,David,Gardner,11328.84,0,true,davidgardner,Fun!23
246,David,Gross,17611.09,0,true,davidgross,Fun!23
600,David,Harvey,17084.37,0,false,davidharvey,Fun!23
931,David,Hayes,10794.0,0,true,davidhayes,Fun!23
1002,David,Johnson,11264.63,0,false,davidjohnson,Fun!23
305,David,Mills,17802.76,0,true,davidmills,Fun!23
407,David,Soto,13380.85,0,true,davidsoto,Fun!23
756,David,Summers,13313.65,0,false,davidsummers,Fun!23
265,David,Thomas,12732.63,0,false,davidthomas,Fun!23
253,David,Wright,10832.77,0,false,davidwright,Fun!23
282,Dawn,King,13841.95,0,true,dawnking,Fun!23
375,Dean,Smith,13092.87,0,true,deansmith,Fun!23
911,Deanna,Cummings,16989.03,0,false,deannacummings,Fun!23
349,Deborah,Hunt,12525.61,0,true,deborahhunt,Fun!23
455,Deborah,Scott,13434.45,0,true,deborahscott,Fun!23
503,Debra,Blackwell,12753.67,0,true,debrablackwell,Fun!23
795,Debra,Raymond,15040.28,0,true,debraraymond,Fun!23
936,Denise,Johnson,12089.32,0,false,denisejohnson,Fun!23
309,Denise,Morales,10710.62,0,true,denisemorales,Fun!23
341,Denise,Williams,15033.4,0,false,denisewilliams,Fun!23
933,Dennis,Cooper,10931.44,0,false,denniscooper,Fun!23
532,Dennis,Reynolds,14823.71,0,true,dennisreynolds,Fun!23
744,Dennis,Smith,13363.2,0,true,dennissmith,Fun!23
481,Derek,Irwin,16768.89,0,true,derekirwin,Fun!23
630,Derek,Lopez,12875.83,0,false,dereklopez,Fun!23
661,Derek,Macias,10691.57,0,true,derekmacias,Fun!23
150,Derrick,Grant,10731.87,0,true,derrickgrant,Fun!23
66,Derrick,Mapula,14696.03,0,true,derrickmapula,Fun!23
233,Destiny,Ferguson,15458.93,0,false,destinyferguson,Fun!23
391,Devin,Diaz,11217.27,0,true,devindiaz,Fun!23
53,Diana,Garcia,17395.52,0,true,dianagarcia,Fun!23
562,Diana,Matthews,17223.86,0,false,dianamatthews,Fun!23
994,Diana,Rivera,10421.61,0,true,dianarivera,Fun!23
86,Diana,VallesMartinez,10570.04,0,false,dianavallesmartinez,Fun!23
64,Dimitri,Lyon,13472.14,0,true,dimitrilyon,Fun!23
2,Donald,Duck,15607.4,0,false,donaldduck,Fun!23
351,Donald,Haynes,14455.64,0,true,donaldhaynes,Fun!23
975,Donald,Ramirez,12841.05,0,false,donaldramirez,Fun!23
638,Donald,Tran,13512.56,0,true,donaldtran,Fun!23
919,Donald,Villanueva,14783.62,0,false,donaldvillanueva,Fun!23
206,Donna,Allen,12236.82,0,true,donnaallen,Fun!23
392,Donna,Travis,16764.03,0,false,donnatravis,Fun!23
474,Doris,Mercado,16645.86,0,true,dorismercado,Fun!23
421,Doris,Moore,10638.37,0,true,dorismoore,Fun!23
244,Dorothy,Cox,15900.93,0,true,dorothycox,Fun!23
733,Douglas,Bryant,10761.95,0,true,douglasbryant,Fun!23
709,Douglas,Hernandez,13050.47,0,true,douglashernandez,Fun!23
971,Douglas,Mckay,16309.98,0,true,douglasmckay,Fun!23
115,Douglas,Rodriguez,13752.76,0,true,douglasrodriguez,Fun!23
287,Dustin,Oliver,11853.02,0,true,dustinoliver,Fun!23
155,Dylan,Harris,13906.02,0,true,dylanharris,Fun!23
567,Dylan,Lopez,11938.12,0,false,dylanlopez,Fun!23
54,Edgar,Garnica,11161.26,0,false,edgargarnica,Fun!23
51,Eduardo,Figueroa,14729.29,0,false,eduardofigueroa,Fun!23
142,Edward,Hernandez,13815.18,0,false,edwardhernandez,Fun!23
509,Edward,Jackson,10368.09,0,false,edwardjackson,Fun!23
365,Edward,Johnson,16807.31,0,false,edwardjohnson,Fun!23
610,Edward,Molina,13387.41,0,true,edwardmolina,Fun!23
83,Edwin,TomyGeorge,11258.04,0,false,edwintomygeorge,Fun!23
72,Efren,Quijas,11270.35,0,false,efrenquijas,Fun!23
383,Elizabeth,Alvarez,17392.98,0,true,elizabethalvarez,Fun!23
805,Elizabeth,Castillo,13507.63,0,true,elizabethcastillo,Fun!23
356,Elizabeth,Cordova,11190.61,0,false,elizabethcordova,Fun!23
422,Elizabeth,Cruz,12836.41,0,false,elizabethcruz,Fun!23
773,Elizabeth,Dominguez,14524.33,0,false,elizabethdominguez,Fun!23
1005,Elizabeth,Jackson,15636.24,0,true,elizabethjackson,Fun!23
306,Elizabeth,Kim,13906.44,0,true,elizabethkim,Fun!23
997,Elizabeth,Medina,14556.71,0,true,elizabethmedina,Fun!23
650,Elizabeth,Reyes,17285.61,0,false,elizabethreyes,Fun!23
939,Elizabeth,Rodriguez,16777.27,0,true,elizabethrodriguez,Fun!23
753,Elizabeth,Torres,17439.84,0,false,elizabethtorres,Fun!23
438,Emily,Brady,14128.9,0,true,emilybrady,Fun!23
900,Emily,Chang,14326.64,0,true,emilychang,Fun!23
884,Emily,Cole,14289.97,0,true,emilycole,Fun!23
809,Emily,Estes,16893.11,0,false,emilyestes,Fun!23
990,Emily,Jackson,14066.58,0,true,emilyjackson,Fun!23
183,Emily,Richardson,17956.77,0,true,emilyrichardson,Fun!23
337,Emma,Armstrong,12092.41,0,false,emmaarmstrong,Fun!23
430,Emma,Padilla,14673.0,0,false,emmapadilla,Fun!23
471,Eric,Ramos,16315.43,0,false,ericramos,Fun!23
82,Eric,Smith,16884.42,0,true,ericsmith,Fun!23
189,Eric,Vazquez,11267.88,0,false,ericvazquez,Fun!23
924,Erica,Burch,15455.39,0,false,ericaburch,Fun!23
101,Erica,Harrison,13574.75,0,true,ericaharrison,Fun!23
243,Erik,Case,11357.47,0,false,erikcase,Fun!23
622,Erika,Lopez,17009.59,0,true,erikalopez,Fun!23
1026,Erin,Barton,15753.07,0,true,erinbarton,Fun!23
793,Erin,Jones,11823.39,0,false,erinjones,Fun!23
796,Erin,Mejia,10746.31,0,true,erinmejia,Fun!23
825,Ernest,Bentley,15381.49,0,false,ernestbentley,Fun!23
202,Ethan,Holmes,13713.55,0,false,ethanholmes,Fun!23
29,Evil,Queen,11606.69,0,false,evilqueen,Fun!23
820,Felicia,Carlson,10865.9,0,true,feliciacarlson,Fun!23
49,Fernando,DeSantiago,14725.36,0,true,fernandodesantiago,Fun!23
320,Francisco,Moore,17083.0,0,true,franciscomoore,Fun!23
496,Gabriel,Hansen,11183.92,0,true,gabrielhansen,Fun!23
665,Gabriel,Sanders,15263.4,0,true,gabrielsanders,Fun!23
140,Gail,Parker,11064.01,0,false,gailparker,Fun!23
61,Garrett,Jones,14483.2,0,false,garrettjones,Fun!23
920,Gary,Mckenzie,15182.07,0,false,garymckenzie,Fun!23
463,Gary,Miller,16824.0,0,false,garymiller,Fun!23
835,Gary,Park,10248.04,0,false,garypark,Fun!23
705,Gary,Smith,10749.55,0,true,garysmith,Fun!23
25,Gaston,Disney,17351.17,0,true,gastondisney,Fun!23
800,George,Ayala,16039.09,0,false,georgeayala,Fun!23
855,George,Gilbert,15348.52,0,true,georgegilbert,Fun!23
